"","Name","Time","Buy-In","Entries","Prize Pool","Top Prize","FPts to Cash","FPts to Win","Winner"
"19","NFL $100K Super Booster$100K Super Booster (10/18/2015 1:00:00 PM)","10/18/2015 1:00:00 PM","$27.00","4,200","$100,000$100k","$1,000.00",192.12,227.14,"deppskigolf"
"20","NFL MASSIVE $2 Double UpMASSIVE $2 Double Up (10/18/2015 1:00:00 PM)","10/18/2015 1:00:00 PM","$2.00","56,750","$100,000$100k","$4.00",148.74,231.68,"bharris177"
"21","NFL MASSIVE $1,000 Double UpMASSIVE $1,000 Double Up (10/18/2015 1:00:00 PM)","10/18/2015 1:00:00 PM","$1,000.00","106","$100,000$100k","$2,000.00",144.5,194.78,"bevo2042"
"22","NFL GIANT $500 Double UpGIANT $500 Double Up (10/18/2015 1:00:00 PM)","10/18/2015 1:00:00 PM","$500.00","171","$80,000$80k","$1,000.00",146.34,206.3,"Jbraver1093"
"23","Beginner NFL $75K Play-ActionBeginner  $75K Play-Action (10/18/2015 1:00:00 PM)","10/18/2015 1:00:00 PM","$3.00","28,736","$75,000$75k","$5,000.00",161.74,234.7,"pdcunningham"
"24","NFL BIG $10 BoosterBIG $10 Booster (10/18/2015 1:00:00 PM)","10/18/2015 1:00:00 PM","$10.00","8,436","$75,000$75k","$100.00",176.92,232.34,"TheClone"
"25","NFL GIANT $250 Double UpGIANT $250 Double Up (10/18/2015 1:00:00 PM)","10/18/2015 1:00:00 PM","$250.00","311","$70,000$70k","$500.00",150.88,204.1,"rallen88"
"26","NFL $70K Quarter Arcade$70K Quarter Arcade (10/18/2015 1:00:00 PM)","10/18/2015 1:00:00 PM","$0.25","329,000","$70,000$70k","$2,000.00",162.78,256.22,"bnasty15"
"27","NFL $60K Safety$60K Safety (10/18/2015 1:00:00 PM)","10/18/2015 1:00:00 PM","$2.00","34,500","$60,000$60k","$5,000.00",162.06,238.5,"jslaya10"
"28","Beginner NFL $50K GridironBeginner  $50K Gridiron (10/18/2015 1:00:00 PM)","10/18/2015 1:00:00 PM","$27.00","2,112","$50,000$50k","$10,000.00",163.98,218.02,"Zcool1979"
"29","NFL $50K Hitch & Go$50K Hitch & Go (10/18/2015 1:00:00 PM)","10/18/2015 1:00:00 PM","$7.00","8,214","$50,000$50k","$4,000.00",162.02,234.2,"pink23us"
"30","NFL $50K Huddle$50K Huddle (10/18/2015 1:00:00 PM)","10/18/2015 1:00:00 PM","$5.00","11,500","$50,000$50k","$5,000.00",164.5,231.3,"oppone"
"31","NFL $50K Blind Side$50K Blind Side (10/18/2015 1:00:00 PM)","10/18/2015 1:00:00 PM","$27.00","2,112","$50,000$50k","$10,000.00",167.34,223.82,"DailySportsGeek"
"32","NFL $40K Spy$40K Spy (10/18/2015 1:00:00 PM)","10/18/2015 1:00:00 PM","$100.00","444","$40,000$40k","$7,000.00",168.3,210.4,"acwanto"
"33","NFL $40K Daily Dollar$40K Daily Dollar (10/18/2015 1:00:00 PM)","10/18/2015 1:00:00 PM","$1.00","46,000","$40,000$40k","$3,000.00",163.7,232.98,"AtownAhole"
"34","Beginner NFL $40K SlantBeginner  $40K Slant (10/18/2015 1:00:00 PM)","10/18/2015 1:00:00 PM","$9.00","5,111","$40,000$40k","$4,000.00",161.02,223.02,"dumakings"
"35","Beginner NFL $40K First DownBeginner  $40K First Down (10/18/2015 1:00:00 PM)","10/18/2015 1:00:00 PM","$1.00","46,000","$40,000$40k","$3,000.00",161.42,244.4,"Dchobitko"
"36","NFL $40K Playmaker$40K Playmaker (10/18/2015 1:00:00 PM)","10/18/2015 1:00:00 PM","$530.00","80","$40,000$40k","$10,000.00",169.2,225.6,"Jerzy2211"
"37","NFL BIG $2 BoosterBIG $2 Booster (10/18/2015 1:00:00 PM)","10/18/2015 1:00:00 PM","$2.00","20,125","$35,000$35k","$20.00",177.08,234.5,"ryanlturner"
"38","NFL $30K Button Hook$30K Button Hook (10/18/2015 1:00:00 PM)","10/18/2015 1:00:00 PM","$9.00","3,832","$30,000$30k","$2,500.00",165.42,227.9,"CynthiasPomeranian"
"39","NFL $25K Touchdown$25K Touchdown (10/18/2015 1:00:00 PM)","10/18/2015 1:00:00 PM","$200.00","138","$25,000$25k","$5,000.00",172.32,225.6,"Jerzy2211"
"40","NFL $1M Kickoff Million$1M Kickoff Million (10/15/2015 8:25:00 PM)","10/15/2015 8:25:00 PM","$3.00","383,333","$1,000,000$1kk","$100,000.00",173.44,265.4,"Raging_Earwigs"
"41","NFL $350K Gridiron$350K Gridiron (10/15/2015 8:25:00 PM)","10/15/2015 8:25:00 PM","$27.00","14,790","$350,000$350k","$50,000.00",174.88,240.22,"purpleandgold24"
"42","NFL $175K Slant$175K Slant (10/15/2015 8:25:00 PM)","10/15/2015 8:25:00 PM","$9.00","22,330","$175,000$175k","$12,000.00",174.28,242.5,"kingcamel"
"43","NFL MASSIVE $25 Double UpMASSIVE $25 Double Up (10/15/2015 8:25:00 PM)","10/15/2015 8:25:00 PM","$25.00","6,787","$150,000$150k","$50.00",163.18,236.04,"big34den"
"44","NFL $125K Blitz$125K Blitz (10/15/2015 8:25:00 PM)","10/15/2015 8:25:00 PM","$300.00","463","$125,000$125k","$20,000.00",181.1,218.3,"tmneric"
"45","NFL MASSIVE $5 Double UpMASSIVE $5 Double Up (10/15/2015 8:25:00 PM)","10/15/2015 8:25:00 PM","$5.00","22,700","$100,000$100k","$10.00",164.3,241.8,"tdenesha"
"46","NFL GIANT $50 Double UpGIANT $50 Double Up (10/15/2015 8:25:00 PM)","10/15/2015 8:25:00 PM","$50.00","1,777","$80,000$80k","$100.00",164.02,232.5,"Praetorian10"
"47","NFL $75K Hot Route$75K Hot Route (10/15/2015 8:25:00 PM)","10/15/2015 8:25:00 PM","$100.00","833","$75,000$75k","$15,000.00",176.94,221.58,"kevinmoore67"
"48","NFL $75K Flea Flicker$75K Flea Flicker (10/15/2015 8:25:00 PM)","10/15/2015 8:25:00 PM","$5.00","17,250","$75,000$75k","$7,000.00",174.64,238.02,"richbusta2"
"49","NFL GIANT $10 Double UpGIANT $10 Double Up (10/15/2015 8:25:00 PM)","10/15/2015 8:25:00 PM","$10.00","8,511","$75,000$75k","$20.00",162.4,240.52,"dvillara"
"50","NFL $75K First Down$75K First Down (10/15/2015 8:25:00 PM)","10/15/2015 8:25:00 PM","$1.00","86,250","$75,000$75k","$5,000.00",174.1,250.02,"jstiv69"
"51","NFL $70K Hail Mary$70K Hail Mary (10/15/2015 8:25:00 PM)","10/15/2015 8:25:00 PM","$12.00","6,685","$70,000$70k","$6,000.00",174.92,235.68,"solazzzzz"
"52","NFL $60K Chop Block$60K Chop Block (10/15/2015 8:25:00 PM)","10/15/2015 8:25:00 PM","$50.00","1,333","$60,000$60k","$8,000.00",176.5,237.74,"coalblooded"
"53","NFL $50K Safety$50K Safety (10/15/2015 8:25:00 PM)","10/15/2015 8:25:00 PM","$2.00","28,750","$50,000$50k","$5,000.00",174.34,250.02,"jstiv69"
"54","NFL GIANT $100 Double UpGIANT $100 Double Up (10/15/2015 8:25:00 PM)","10/15/2015 8:25:00 PM","$100.00","555","$50,000$50k","$200.00",162.6,224.72,"rgrande1790"
"55","NFL $40K Quarter Arcade$40K Quarter Arcade (10/15/2015 8:25:00 PM)","10/15/2015 8:25:00 PM","$0.25","188,000","$40,000$40k","$1,500.00",172.76,257.9,"whitaker-72"
"56","NFL $40K Hitch & Go$40K Hitch & Go (10/15/2015 8:25:00 PM)","10/15/2015 8:25:00 PM","$7.00","6,571","$40,000$40k","$3,000.00",173.48,244.5,"firewood1105"
"57","NFL GIANT $250 Double UpGIANT $250 Double Up (10/15/2015 8:25:00 PM)","10/15/2015 8:25:00 PM","$250.00","177","$40,000$40k","$500.00",164.72,217.82,"Danman8817"
"58","NFL GIANT $2 Double UpGIANT $2 Double Up (10/15/2015 8:25:00 PM)","10/15/2015 8:25:00 PM","$2.00","22,700","$40,000$40k","$4.00",164.28,245.04,"glee0903"
"59","NFL $40K Game Changer$40K Game Changer (10/15/2015 8:25:00 PM)","10/15/2015 8:25:00 PM","$1,060.00","40","$40,000$40k","$10,000.00",173.02,207.24,"crump11"
"60","NFL GIANT $500 Double UpGIANT $500 Double Up (10/15/2015 8:25:00 PM)","10/15/2015 8:25:00 PM","$500.00","64","$30,000$30k","$1,000.00",166.8,232.3,"Aship711"
"61","Beginner NFL $25K GridironBeginner  $25K Gridiron (10/15/2015 8:25:00 PM)","10/15/2015 8:25:00 PM","$27.00","1,056","$25,000$25k","$3,500.00",177.22,225.34,"abrego"
"62","Beginner NFL $25K SlantBeginner  $25K Slant (10/15/2015 8:25:00 PM)","10/15/2015 8:25:00 PM","$9.00","3,194","$25,000$25k","$2,000.00",172.64,233.3,"6ixovo"
"63","Beginner NFL $25K Play-ActionBeginner  $25K Play-Action (10/15/2015 8:25:00 PM)","10/15/2015 8:25:00 PM","$3.00","9,583","$25,000$25k","$2,000.00",173.58,236.64,"blottley"
