"","Name","Time","Buy-In","Entries","Prize Pool","Top Prize","FPts to Cash","FPts to Win","Winner"
"20","NFL MASSIVE $100 Double UpMASSIVE $100 Double Up (9/13/2015 1:00:00 PM)","9/13/2015 1:00:00 PM","$100.00","1,111","$100,000$100k","$200.00",137.06,197.44,"tmax10"
"21","Beginner NFL $100K GridironBeginner  $100K Gridiron (9/13/2015 1:00:00 PM)","9/13/2015 1:00:00 PM","$27.00","4,225","$100,000$100k","$10,000.00",145.92,204.88,"OMGLUCKBOX"
"22","NFL $100K Blitz$100K Blitz (9/13/2015 1:00:00 PM)","9/13/2015 1:00:00 PM","$300.00","259","$100,000$100k","$20,000.00",149.54,193.58,"maxdalury"
"23","NFL $100K Safety$100K Safety (9/13/2015 1:00:00 PM)","9/13/2015 1:00:00 PM","$2.00","42,944","$100,000$100k","$10,000.00",141.04,231.32,"Zeechamp"
"24","NFL $100K Huddle$100K Huddle (9/13/2015 1:00:00 PM)","9/13/2015 1:00:00 PM","$5.00","20,114","$100,000$100k","$10,000.00",141.32,207.94,"HausOfRath"
"25","NFL $100K Hitch & Go$100K Hitch & Go (9/13/2015 1:00:00 PM)","9/13/2015 1:00:00 PM","$7.00","12,156","$100,000$100k","$10,000.00",141.36,231.14,"sombrero"
"26","NFL $100K Spy$100K Spy (9/13/2015 1:00:00 PM)","9/13/2015 1:00:00 PM","$100.00","736","$100,000$100k","$10,000.00",143.24,193.54,"pixed"
"27","NFL $100K First Down$100K First Down (9/13/2015 1:00:00 PM)","9/13/2015 1:00:00 PM","$1.00","88,724","$100,000$100k","$6,000.00",140.64,231.32,"Zeechamp"
"28","NFL $100K Play-Action$100K Play-Action (9/13/2015 1:00:00 PM)","9/13/2015 1:00:00 PM","$3.00","37,339","$100,000$100k","$10,000.00",144,215.86,"Rochise"
"29","Beginner NFL $50K SlantBeginner  $50K Slant (9/13/2015 1:00:00 PM)","9/13/2015 1:00:00 PM","$9.00","6,383","$50,000$50k","$5,000.00",143.04,209.72,"Googles20"
"30","NFL MASSIVE $250 Double UpMASSIVE $250 Double Up (9/13/2015 1:00:00 PM)","9/13/2015 1:00:00 PM","$250.00","181","$50,000$50k","$500.00",131.32,193.58,"maxdalury"
"31","Beginner NFL $35K First DownBeginner  $35K First Down (9/13/2015 1:00:00 PM)","9/13/2015 1:00:00 PM","$1.00","40,250","$35,000$35k","$2,000.00",142.26,215.84,"Robharmony"
"32","NFL $30K Goal Line$30K Goal Line (9/13/2015 1:00:00 PM)","9/13/2015 1:00:00 PM","$300.00","86","$30,000$30k","$7,000.00",147.72,185.54,"donkosaurus"
"33","Beginner NFL $25K Hot RouteBeginner  $25K Hot Route (9/13/2015 1:00:00 PM)","9/13/2015 1:00:00 PM","$100.00","278","$25,000$25k","$2,500.00",146.52,183.32,"four_horsmen"
"34","NFL GIANT $2 BoosterGIANT $2 Booster (9/13/2015 1:00:00 PM)","9/13/2015 1:00:00 PM","$2.00","14,375","$25,000$25k","$20.00",159.6,215.84,"Robharmony"
"35","NFL $25K Red Zone$25K Red Zone (9/13/2015 1:00:00 PM)","9/13/2015 1:00:00 PM","$50.00","555","$25,000$25k","$4,000.00",147.76,193.74,"cashboy1967"
"36","NFL $25K Quarter Arcade$25K Quarter Arcade (9/13/2015 1:00:00 PM)","9/13/2015 1:00:00 PM","$0.25","117,500","$25,000$25k","$2,000.00",142.74,221.56,"Ram33"
"37","NFL $1M Kickoff Million$1M Kickoff Million (9/10/2015 8:30:00 PM)","9/10/2015 8:30:00 PM","$3.00","383,333","$1,000,000$1kk","$100,000.00",171.12,238.04,"jetsfanman"
"38","NFL $400K Gridiron$400K Gridiron (9/10/2015 8:30:00 PM)","9/10/2015 8:30:00 PM","$27.00","16,900","$400,000$400k","$100,000.00",156.62,223.64,"24jack"
"39","NFL $150K Blitz$150K Blitz (9/10/2015 8:30:00 PM)","9/10/2015 8:30:00 PM","$300.00","533","$150,000$150k","$25,000.00",159.7,221.02,"tinderella"
"40","NFL $100K Slant$100K Slant (9/10/2015 8:30:00 PM)","9/10/2015 8:30:00 PM","$9.00","12,778","$100,000$100k","$10,000.00",153.92,221.02,"tinderella"
"41","NFL MASSIVE $5 Double UpMASSIVE $5 Double Up (9/10/2015 8:30:00 PM)","9/10/2015 8:30:00 PM","$5.00","11,350","$50,000$50k","$10.00",141.84,217.72,"thegreatscott"
"42","NFL $50K First Down$50K First Down (9/10/2015 8:30:00 PM)","9/10/2015 8:30:00 PM","$1.00","57,500","$50,000$50k","$3,000.00",153.56,226.94,"kasiki28"
"43","NFL $50K Game Changer$50K Game Changer (9/10/2015 8:30:00 PM)","9/10/2015 8:30:00 PM","$1,060.00","48","$50,000$50k","$15,000.00",168.3,193.58,"maxdalury"
"44","Beginner NFL $30K Play-ActionBeginner  $30K Play-Action (9/10/2015 8:30:00 PM)","9/10/2015 8:30:00 PM","$3.00","11,495","$30,000$30k","$2,000.00",151.32,236.38,"Rjsougey"
"45","NFL GIANT $25 Double UpGIANT $25 Double Up (9/10/2015 8:30:00 PM)","9/10/2015 8:30:00 PM","$25.00","1,356","$30,000$30k","$50.00",146.24,204.02,"ronimal1"
"46","NFL $25K Hail Mary$25K Hail Mary (9/10/2015 8:30:00 PM)","9/10/2015 8:30:00 PM","$12.00","2,387","$25,000$25k","$3,000.00",157.12,221.02,"tinderella"
"47","NFL $25K Safety$25K Safety (9/10/2015 8:30:00 PM)","9/10/2015 8:30:00 PM","$2.00","14,375","$25,000$25k","$2,000.00",153.24,221.14,"Shindov"
"48","NFL $25K Flea Flicker$25K Flea Flicker (9/10/2015 8:30:00 PM)","9/10/2015 8:30:00 PM","$5.00","5,750","$25,000$25k","$5,000.00",154.82,221.02,"tinderella"
"49","NFL GIANT $50 Double UpGIANT $50 Double Up (9/10/2015 8:30:00 PM)","9/10/2015 8:30:00 PM","$50.00","444","$20,000$20k","$100.00",147.5,197.86,"ksc333"
"50","NFL GIANT $100 Double UpGIANT $100 Double Up (9/10/2015 8:30:00 PM)","9/10/2015 8:30:00 PM","$100.00","222","$20,000$20k","$200.00",146.64,195.62,"ajv174"
"51","NFL GIANT $10 Double UpGIANT $10 Double Up (9/10/2015 8:30:00 PM)","9/10/2015 8:30:00 PM","$10.00","2,259","$20,000$20k","$20.00",142.3,208.64,"FloydianSlip"
"52","NFL GIANT $2 Double UpGIANT $2 Double Up (9/10/2015 8:30:00 PM)","9/10/2015 8:30:00 PM","$2.00","11,350","$20,000$20k","$4.00",147.72,215.82,"MattylceFTW"
"53","Beginner NFL $15K GridironBeginner  $15K Gridiron (9/10/2015 8:30:00 PM)","9/10/2015 8:30:00 PM","$27.00","633","$15,000$15k","$2,000.00",148.64,200.42,"F3LON"
"54","Beginner NFL $15K SlantBeginner  $15K Slant (9/10/2015 8:30:00 PM)","9/10/2015 8:30:00 PM","$9.00","1,914","$15,000$15k","$1,200.00",148.44,208.22,"LetItRide81"
"55","NFL $10K Hitch & Go$10K Hitch & Go (9/10/2015 8:30:00 PM)","9/10/2015 8:30:00 PM","$7.00","1,640","$10,000$10k","$750.00",154.96,221.02,"tinderella"
"56","NFL $10K Quarter Arcade$10K Quarter Arcade (9/10/2015 8:30:00 PM)","9/10/2015 8:30:00 PM","$0.25","47,000","$10,000$10k","$500.00",152.44,230.52,"mdp8903"
"57","Beginner NFL $5K First DownBeginner  $5K First Down (9/10/2015 8:30:00 PM)","9/10/2015 8:30:00 PM","$1.00","5,750","$5,000$5k","$300.00",147.62,207.72,"modified917"
