"","Name","Time","Buy-In","Entries","Prize Pool","Top Prize","FPts to Cash","FPts to Win","Winner"
"16","NFL $100K Super Booster$100K Super Booster (10/25/2015 1:00:00 PM)","10/25/2015 1:00:00 PM","$27.00","4,200","$100,000$100k","$1,000.00",217.12,245.64,"davidsimmons711"
"17","NFL $100K Double Bubble$100K Double Bubble (10/25/2015 1:00:00 PM)","10/25/2015 1:00:00 PM","$3.00","38,333","$100,000$100k","$10,000.00",164.26,266.52,"MisterJ5"
"18","NFL $100K Sunday Kickoff presented by Fox Sports$100K Sunday Kickoff presented by Fox Sports (10/25/2015 1:00:00 PM)","10/25/2015 1:00:00 PM","$3.00","38,333","$100,000$100k","$10,000.00",176.98,263.02,"maltif"
"19","NFL MASSIVE $1,000 Double UpMASSIVE $1,000 Double Up (10/25/2015 1:00:00 PM)","10/25/2015 1:00:00 PM","$1,000.00","85","$80,000$80k","$2,000.00",181,264.3,"Gone_Gold"
"20","NFL MASSIVE $2 Double UpMASSIVE $2 Double Up (10/25/2015 1:00:00 PM)","10/25/2015 1:00:00 PM","$2.00","42,560","$75,000$75k","$4.00",175.58,253.32,"millergoodcall1"
"21","NFL $75K Hail Mary$75K Hail Mary (10/25/2015 1:00:00 PM)","10/25/2015 1:00:00 PM","$12.00","7,162","$75,000$75k","$6,000.00",183.12,264.3,"Gone_Gold"
"22","NFL MASSIVE $500 Double UpMASSIVE $500 Double Up (10/25/2015 1:00:00 PM)","10/25/2015 1:00:00 PM","$500.00","150","$70,000$70k","$1,000.00",180.02,233.1,"underjones"
"23","NFL MASSIVE $250 Double UpMASSIVE $250 Double Up (10/25/2015 1:00:00 PM)","10/25/2015 1:00:00 PM","$250.00","266","$60,000$60k","$500.00",175.54,233.1,"underjones"
"24","NFL BIG $10 BoosterBIG $10 Booster (10/25/2015 1:00:00 PM)","10/25/2015 1:00:00 PM","$10.00","6,810","$60,000$60k","$100.00",198.04,244.92,"navyhmcm"
"25","Beginner NFL $50K GridironBeginner  $50K Gridiron (10/25/2015 1:00:00 PM)","10/25/2015 1:00:00 PM","$27.00","2,112","$50,000$50k","$10,000.00",180.12,263.1,"bigcon45"
"26","Beginner NFL $50K Play-ActionBeginner  $50K Play-Action (10/25/2015 1:00:00 PM)","10/25/2015 1:00:00 PM","$3.00","19,166","$50,000$50k","$4,000.00",176.4,256.12,"roccomazz"
"27","NFL $50K Hitch & Go$50K Hitch & Go (10/25/2015 1:00:00 PM)","10/25/2015 1:00:00 PM","$7.00","8,214","$50,000$50k","$4,000.00",182.38,255.12,"EpicGeekCast"
"28","NFL $50K Safety$50K Safety (10/25/2015 1:00:00 PM)","10/25/2015 1:00:00 PM","$2.00","28,750","$50,000$50k","$5,000.00",181.74,264.3,"Gone_Gold"
"29","NFL $50K Blind Side$50K Blind Side (10/25/2015 1:00:00 PM)","10/25/2015 1:00:00 PM","$27.00","2,112","$50,000$50k","$10,000.00",189.64,247.6,"anomz24"
"30","NFL $50K Quarter Arcade$50K Quarter Arcade (10/25/2015 1:00:00 PM)","10/25/2015 1:00:00 PM","$0.25","235,000","$50,000$50k","$2,000.00",176.4,284.4,"christinat"
"31","NFL $40K Spy$40K Spy (10/25/2015 1:00:00 PM)","10/25/2015 1:00:00 PM","$100.00","444","$40,000$40k","$7,000.00",189.9,246.94,"andrew12283"
"32","NFL $40K Playmaker$40K Playmaker (10/25/2015 1:00:00 PM)","10/25/2015 1:00:00 PM","$530.00","80","$40,000$40k","$10,000.00",191.1,245.42,"BobbyFi"
"33","NFL BIG $2 BoosterBIG $2 Booster (10/25/2015 1:00:00 PM)","10/25/2015 1:00:00 PM","$2.00","20,125","$35,000$35k","$20.00",194.74,256.98,"ehafner"
"34","Beginner NFL $30K SlantBeginner  $30K Slant (10/25/2015 1:00:00 PM)","10/25/2015 1:00:00 PM","$9.00","3,832","$30,000$30k","$2,500.00",177.38,255.18,"CKubel22"
"35","NFL $30K Huddle$30K Huddle (10/25/2015 1:00:00 PM)","10/25/2015 1:00:00 PM","$5.00","6,900","$30,000$30k","$3,000.00",183.64,259.84,"peteypeso"
"36","Beginner NFL $30K First DownBeginner  $30K First Down (10/25/2015 1:00:00 PM)","10/25/2015 1:00:00 PM","$1.00","34,484","$30,000$30k","$2,000.00",173.44,259.92,"jeditiger3"
"37","NFL $25K Touchdown$25K Touchdown (10/25/2015 1:00:00 PM)","10/25/2015 1:00:00 PM","$200.00","138","$25,000$25k","$5,000.00",187.98,231.4,"maxdalury"
"38","NFL $25K Red Zone$25K Red Zone (10/25/2015 1:00:00 PM)","10/25/2015 1:00:00 PM","$50.00","555","$25,000$25k","$4,000.00",190.6,254.64,"rudedog_33"
"39","NFL $25K Button Hook$25K Button Hook (10/25/2015 1:00:00 PM)","10/25/2015 1:00:00 PM","$9.00","3,194","$25,000$25k","$2,000.00",186.3,259.62,"jaw67"
"40","NFL $25K Daily Dollar$25K Daily Dollar (10/25/2015 1:00:00 PM)","10/25/2015 1:00:00 PM","$1.00","28,750","$25,000$25k","$2,000.00",178.14,275.44,"briancox101"
"41","NFL $1M Kickoff Million$1M Kickoff Million (10/22/2015 8:25:00 PM)","10/22/2015 8:25:00 PM","$3.00","373,306","$1,000,000$1kk","$100,000.00",165.4,278.2,"chadg10"
"42","NFL $300K Gridiron$300K Gridiron (10/22/2015 8:25:00 PM)","10/22/2015 8:25:00 PM","$27.00","12,227","$300,000$300k","$30,000.00",173.68,278.2,"chadg10"
"43","NFL $150K Slant$150K Slant (10/22/2015 8:25:00 PM)","10/22/2015 8:25:00 PM","$9.00","19,167","$150,000$150k","$15,000.00",171.82,267.58,"mannonmsu"
"44","NFL GIANT $25 Double UpGIANT $25 Double Up (10/22/2015 8:25:00 PM)","10/22/2015 8:25:00 PM","$25.00","6,787","$150,000$150k","$50.00",165.2,254.14,"jnazarieh"
"45","NFL $125K Blitz$125K Blitz (10/22/2015 8:25:00 PM)","10/22/2015 8:25:00 PM","$300.00","449","$125,000$125k","$20,000.00",185.52,239.84,"lane"
"46","NFL MASSIVE $5 Double UpMASSIVE $5 Double Up (10/22/2015 8:25:00 PM)","10/22/2015 8:25:00 PM","$5.00","22,700","$100,000$100k","$10.00",165.22,255.14,"polishpiranha"
"47","NFL MASSIVE $50 Double UpMASSIVE $50 Double Up (10/22/2015 8:25:00 PM)","10/22/2015 8:25:00 PM","$50.00","1,777","$80,000$80k","$100.00",166.5,239.42,"maxdalury"
"48","NFL $75K Flea Flicker$75K Flea Flicker (10/22/2015 8:25:00 PM)","10/22/2015 8:25:00 PM","$5.00","17,250","$75,000$75k","$7,000.00",171.2,269.22,"SoCalTrojans2017"
"49","NFL $75K First Down$75K First Down (10/22/2015 8:25:00 PM)","10/22/2015 8:25:00 PM","$1.00","86,250","$75,000$75k","$5,000.00",168.1,268.74,"m0p4b"
"50","NFL GIANT $10 Double UpGIANT $10 Double Up (10/22/2015 8:25:00 PM)","10/22/2015 8:25:00 PM","$10.00","8,511","$75,000$75k","$20.00",167.18,244.2,"maxdalury"
"51","NFL $70K Hot Route$70K Hot Route (10/22/2015 8:25:00 PM)","10/22/2015 8:25:00 PM","$100.00","777","$70,000$70k","$8,000.00",178.72,239.84,"lane"
"52","NFL $70K Hail Mary$70K Hail Mary (10/22/2015 8:25:00 PM)","10/22/2015 8:25:00 PM","$12.00","6,685","$70,000$70k","$6,000.00",174.82,259.28,"BigGameAimz"
"53","NFL $60K Chop Block$60K Chop Block (10/22/2015 8:25:00 PM)","10/22/2015 8:25:00 PM","$50.00","1,333","$60,000$60k","$8,000.00",176.9,254.14,"jnazarieh"
"54","NFL $50K Hitch & Go$50K Hitch & Go (10/22/2015 8:25:00 PM)","10/22/2015 8:25:00 PM","$7.00","8,214","$50,000$50k","$4,000.00",171.94,259.28,"BigGameAimz"
"55","NFL GIANT $100 Double UpGIANT $100 Double Up (10/22/2015 8:25:00 PM)","10/22/2015 8:25:00 PM","$100.00","555","$50,000$50k","$200.00",163.4,249.72,"Gst21"
"56","NFL $50K Play-Action$50K Play-Action (10/22/2015 8:25:00 PM)","10/22/2015 8:25:00 PM","$3.00","19,166","$50,000$50k","$4,000.00",116.78,159.08,"Sunlandpark91"
"57","NFL $50K Safety$50K Safety (10/22/2015 8:25:00 PM)","10/22/2015 8:25:00 PM","$2.00","28,750","$50,000$50k","$5,000.00",170.14,260.12,"gemartin"
"58","NFL $40K Quarter Arcade$40K Quarter Arcade (10/22/2015 8:25:00 PM)","10/22/2015 8:25:00 PM","$0.25","188,000","$40,000$40k","$1,500.00",165.54,274.14,"benny850"
"59","NFL MASSIVE $250 Double UpMASSIVE $250 Double Up (10/22/2015 8:25:00 PM)","10/22/2015 8:25:00 PM","$250.00","177","$40,000$40k","$500.00",164.7,223.7,"maxdalury"
"60","NFL $40K Game Changer$40K Game Changer (10/22/2015 8:25:00 PM)","10/22/2015 8:25:00 PM","$1,060.00","40","$40,000$40k","$10,000.00",190.86,213.6,"superm123"
"61","NFL MASSIVE $2 Double UpMASSIVE $2 Double Up (10/22/2015 8:25:00 PM)","10/22/2015 8:25:00 PM","$2.00","22,700","$40,000$40k","$4.00",169.1,255.14,"polishpiranha"
"62","NFL $30K Gridiron$30K Gridiron (10/22/2015 8:25:00 PM)","10/22/2015 8:25:00 PM","$27.00","1,267","$30,000$30k","$5,000.00",118.38,147.92,"gruven"
"63","NFL MASSIVE $500 Double UpMASSIVE $500 Double Up (10/22/2015 8:25:00 PM)","10/22/2015 8:25:00 PM","$500.00","64","$30,000$30k","$1,000.00",172.9,223.7,"maxdalury"
"64","Beginner NFL $25K GridironBeginner  $25K Gridiron (10/22/2015 8:25:00 PM)","10/22/2015 8:25:00 PM","$27.00","975","$25,000$25k","$3,500.00",169.22,233.18,"jakelt75"
"65","Beginner NFL $25K SlantBeginner  $25K Slant (10/22/2015 8:25:00 PM)","10/22/2015 8:25:00 PM","$9.00","3,194","$25,000$25k","$2,000.00",169,247.38,"NAUPride"
"66","Beginner NFL $25K Play-ActionBeginner  $25K Play-Action (10/22/2015 8:25:00 PM)","10/22/2015 8:25:00 PM","$3.00","9,583","$25,000$25k","$2,000.00",167.54,239.34,"Owg1"
"67","NFL $25K Touchdown$25K Touchdown (10/22/2015 8:25:00 PM)","10/22/2015 8:25:00 PM","$200.00","119","$25,000$25k","$5,000.00",183.12,236.22,"Bcrev229"
