"","Name","Time","Buy-In","Entries","Prize Pool","Top Prize","FPts to Cash","FPts to Win","Winner"
"21","NFL $40K Blind Side$40K Blind Side (11/29/2015 1:00:00 PM)","11/29/2015 1:00:00 PM","$27.00","1,690","$40,000$40k","$5,000.00",155.64,222.98,"Patrick_Irish"
"22","NFL $35K Hitch & Go$35K Hitch & Go (11/29/2015 1:00:00 PM)","11/29/2015 1:00:00 PM","$7.00","5,750","$35,000$35k","$2,500.00",157.6,228.4,"burneysmith2000"
"23","NFL $30K Red Zone$30K Red Zone (11/29/2015 1:00:00 PM)","11/29/2015 1:00:00 PM","$50.00","671","$30,000$30k","$3,000.00",157.74,231.2,"anomz24"
"24","NFL $30K Playmaker$30K Playmaker (11/29/2015 1:00:00 PM)","11/29/2015 1:00:00 PM","$530.00","60","$30,000$30k","$8,000.00",155.98,200.34,"chipper10605"
"25","NFL $25K Button Hook$25K Button Hook (11/29/2015 1:00:00 PM)","11/29/2015 1:00:00 PM","$9.00","3,194","$25,000$25k","$2,000.00",154.8,228.5,"Lilsmell"
"26","NFL $25K Daily Dollar$25K Daily Dollar (11/29/2015 1:00:00 PM)","11/29/2015 1:00:00 PM","$1.00","28,750","$25,000$25k","$2,000.00",155.44,250.54,"tha904mack"
"27","Beginner NFL $25K Play-ActionBeginner  $25K Play-Action (11/29/2015 1:00:00 PM)","11/29/2015 1:00:00 PM","$3.00","9,583","$25,000$25k","$2,000.00",156.98,248.76,"ethangodard"
"28","NFL BIG $2 BoosterBIG $2 Booster (11/29/2015 1:00:00 PM)","11/29/2015 1:00:00 PM","$2.00","14,375","$25,000$25k","$20.00",168.5,237.8,"deedubkay"
"29","NFL $25K Goal Line$25K Goal Line (11/29/2015 1:00:00 PM)","11/29/2015 1:00:00 PM","$300.00","93","$25,000$25k","$6,000.00",151.24,196.1,"PhongWin"
"30","NFL $60K Gridiron$60K Gridiron (11/26/2015 4:30:00 PM)","11/26/2015 4:30:00 PM","$27.00","2,535","$60,000$60k","$10,000.00",107.12,145.52,"joeldogger"
"31","NFL $40K Flea Flicker$40K Flea Flicker (11/26/2015 4:30:00 PM)","11/26/2015 4:30:00 PM","$5.00","9,200","$40,000$40k","$2,500.00",106.98,146.42,"Jccjr68"
"32","NFL $25K Slant$25K Slant (11/26/2015 4:30:00 PM)","11/26/2015 4:30:00 PM","$9.00","3,194","$25,000$25k","$2,000.00",106.68,137.52,"Bigdawg187"
"33","NFL $25K First Down$25K First Down (11/26/2015 4:30:00 PM)","11/26/2015 4:30:00 PM","$1.00","28,750","$25,000$25k","$2,000.00",106.62,146.42,"Drumbic"
"34","NFL $25K Blitz$25K Blitz (11/26/2015 4:30:00 PM)","11/26/2015 4:30:00 PM","$300.00","93","$25,000$25k","$6,000.00",107.92,128.42,"justwin217"
"35","NFL $2M Wishbone Classic$2M Wishbone Classic (11/26/2015 12:30:00 PM)","11/26/2015 12:30:00 PM","$20.00","114,499","$2,000,000$2kk","$200,000.00",135.88,197.18,"CelticTigers"
"36","NFL $750K Mini Wishbone Classic$750K Mini Wishbone Classic (11/26/2015 12:30:00 PM)","11/26/2015 12:30:00 PM","$3.00","287,499","$750,000$750k","$50,000.00",137.38,198.78,"solis336"
"37","NFL $275K Blitz$275K Blitz (11/26/2015 12:30:00 PM)","11/26/2015 12:30:00 PM","$300.00","1,017","$275,000$275k","$40,000.00",146.68,189.98,"chowsing58"
"38","NFL $150K Slant$150K Slant (11/26/2015 12:30:00 PM)","11/26/2015 12:30:00 PM","$9.00","19,167","$150,000$150k","$7,500.00",140.78,194.18,"jakz101"
"39","NFL $100K Hot Route$100K Hot Route (11/26/2015 12:30:00 PM)","11/26/2015 12:30:00 PM","$100.00","1,111","$100,000$100k","$10,000.00",144.48,181.28,"dave3318"
"40","NFL $100K Game Changer$100K Game Changer (11/26/2015 12:30:00 PM)","11/26/2015 12:30:00 PM","$1,060.00","100","$100,000$100k","$20,000.00",153.78,177.08,"pjh3684"
"41","NFL $100K Flea Flicker$100K Flea Flicker (11/26/2015 12:30:00 PM)","11/26/2015 12:30:00 PM","$5.00","23,000","$100,000$100k","$10,000.00",139.8,194.48,"dankuser"
"42","NFL $75K First Down$75K First Down (11/26/2015 12:30:00 PM)","11/26/2015 12:30:00 PM","$1.00","86,250","$75,000$75k","$5,000.00",138.68,195.78,"gmoney1821"
"43","NFL GIANT $10 Double UpGIANT $10 Double Up (11/26/2015 12:30:00 PM)","11/26/2015 12:30:00 PM","$10.00","7,945","$70,000$70k","$20.00",131.68,191.68,"prm223"
"44","NFL $60K Chop Block$60K Chop Block (11/26/2015 12:30:00 PM)","11/26/2015 12:30:00 PM","$50.00","1,343","$60,000$60k","$8,000.00",144.58,191.88,"gangstacro"
"45","NFL $50K Safety$50K Safety (11/26/2015 12:30:00 PM)","11/26/2015 12:30:00 PM","$2.00","28,750","$50,000$50k","$2,500.00",139.38,191.88,"Autohauler13"
"46","NFL $50K Nickel$50K Nickel (11/26/2015 12:30:00 PM)","11/26/2015 12:30:00 PM","$5.00","11,500","$50,000$50k","$1,666.67",141.92,189.98,"UtahCubs"
"47","NFL $40K Hail Mary$40K Hail Mary (11/26/2015 12:30:00 PM)","11/26/2015 12:30:00 PM","$12.00","3,820","$40,000$40k","$7,000.00",141.08,189.98,"Bmishler84"
"48","NFL $40K Quarter Arcade$40K Quarter Arcade (11/26/2015 12:30:00 PM)","11/26/2015 12:30:00 PM","$0.25","188,000","$40,000$40k","$1,500.00",136.78,197.18,"jayzback34"
"49","NFL $40K Super Booster$40K Super Booster (11/26/2015 12:30:00 PM)","11/26/2015 12:30:00 PM","$27.00","1,690","$40,000$40k","$1,000.00",169.68,188.68,"sportbond6"
"50","NFL $30K Hitch & Go$30K Hitch & Go (11/26/2015 12:30:00 PM)","11/26/2015 12:30:00 PM","$7.00","4,928","$30,000$30k","$2,000.00",140.38,191.68,"Portis139"
